n,cmp
4400,5030614
4400,5011531
4400,4917559
4400,4919710
4400,4904185
4500,5055092
4500,5127911
4500,5182229
4500,5129289
4500,5176487
4500,5142504
4500,5163243
4500,5039216
4500,5191691
4500,5247704
4500,5143698
4500,5194202
4500,5162720
4500,5193718
4500,5201127
4500,5266248
4500,5093189
4500,5215039
4500,5160507
4500,5188534
4500,5087837
4500,5150582
4500,5201012
4500,5069020
4500,5137465
4500,5184258
4500,5216661
4500,5266960
4500,5163384
4500,5119359
4500,5147094
4500,5166743
4500,5226899
4500,5271299
4500,5163922
4500,5169717
4500,5157986
4500,5099826
4500,5146818
4500,5185684
4500,5264205
4500,5115343
4500,5138527
4500,5152017
4500,5189366
4500,5161644
4500,5096347
4500,5099132
4500,5167089
4500,5162127
4600,5430517
4600,5402195
4600,5418435
4600,5263036
4600,5435142
4600,5472333
4600,5415191
4600,5336859
4600,5348011
4600,5441814
4600,5373300
4600,5384031
4600,5379887
4600,5412062
4600,5417186
4600,5383153
4600,5455751
4600,5304095
4600,5335797
4600,5429187
4600,5455028
4600,5444609
4600,5434591
4600,5508347
4600,5399828
4600,5307367
4600,5431273
4600,5380081
4600,5450326
4600,5478955
4600,5444691
4600,5422915
4600,5397858
4600,5391008
4600,5427438
4600,5380140
4600,5304636
4600,5381917
4600,5400051
4600,5429262
4600,5376492
4600,5377908
4600,5482431
4600,5376718
4600,5352168
4600,5451527
4600,5371157
4600,5350970
4600,5454426
4600,5421079
4700,5607671
4700,5576094
4700,5610705
4700,5648174
4700,5716275
4700,5698877
4700,5619406
4700,5618301
4700,5650678
4700,5645394
4700,5664653
4700,5512536
4700,5628733
4700,5651333
4700,5634191
4700,5616562
4700,5641793
4700,5664430
4700,5537700
4700,5649579
4700,5647478
4700,5696771
4700,5647441
4700,5616455
4700,5602073
4700,5668860
4700,5609462
4700,5604231
4700,5609156
4700,5578786
4700,5485068
4700,5670279
4700,5674662
4700,5592868
4700,5580406
4700,5582818
4700,5737315
4700,5635047
4700,5626683
4700,5610136
4700,5661442
4700,5681133
4700,5675004
4700,5633680
4700,5686241
4700,5635262
4700,5630160
4700,5559229
4700,5643567
4700,5624480
4800,5931049
4800,5914277
4800,5862768
4800,5955577
4800,6020671
4800,5879001
4800,5837456
4800,5898306
4800,5867120
4800,5785515
4800,5891122
4800,5930508
4800,5758185
4800,5846399
4800,5828498
4800,5876637
4800,5816071
4800,5914425
4800,5869001
4800,5873184
4800,5933410
4800,5944217
4800,5979977
4800,5780407
4800,5850214
4800,5902380
4800,5940506
4800,5920993
4800,5942728
4800,5811727
4800,5881666
4800,6000555
4800,5938744
4800,5761303
4800,5885495
4800,5873275
4800,5897259
4800,5973198
4800,5811574
4800,5909348
4800,5928056
4800,5837788
4800,5823574
4800,5915849
4800,5854423
4800,5910905
4800,6044184
4800,5859048
4800,5834364
4800,5882412
4900,6216825
4900,6048901
4900,6204727
4900,6167031
4900,6099729
4900,6090452
4900,6046976
4900,6148471
4900,6133294
4900,6098276
4900,6135466
4900,6004243
4900,6104618
4900,6222255
4900,6045333
4900,6123810
4900,6126776
4900,6025111
4900,6140831
4900,6011848
4900,6122887
4900,6040458
4900,6121496
4900,6151720
4900,6188203
4900,6205199
4900,6070204
4900,6056953
4900,6162041
4900,6053594
4900,6108507
4900,6151582
4900,6136557
4900,6104921
4900,6104535
4900,6047192
4900,6122872
4900,6023892
4900,6133266
4900,6062917
4900,6142925
4900,6104937
4900,6264031
4900,6106576
4900,6189340
4900,6041628
4900,6112470
4900,6145508
4900,6137327
4900,6167824
5000,6484523
5000,6440646
5000,6371410
5000,6420091
5000,6388358
5000,6328847
5000,6363452
5000,6354513
5000,6359513
5000,6314732
5000,6455457
5000,6400319
5000,6415531
5000,6406543
5000,6442939
5000,6269406
5000,6324801
5000,6364775
5000,6352291
5000,6409616
5000,6311828
5000,6277276
5000,6264647
5000,6470223
5000,6438570
5000,6411398
5000,6370358
5000,6391877
5000,6406830
5000,6449967
5000,6371364
5000,6393301
5000,6375033
5000,6304725
5000,6407807
5000,6514505
5000,6449045
5000,6324520
5000,6350274
5000,6427650
5000,6371251
5000,6311873
5000,6373993
5000,6413069
5000,6392522
5000,6440481
5000,6451284
5000,6383725
5000,6304200
5000,6409321
5100,6599809
5100,6723913
5100,6578139
5100,6635556
5100,6614450
5100,6635828
5100,6664958
5100,6682432
5100,6674470
5100,6637723
5100,6593950
5100,6653926
5100,6587049
5100,6699913
5100,6677597
5100,6641088
5100,6662916
5100,6604733
5100,6700738
5100,6554349
5100,6689913
5100,6685097
5100,6722179
5100,6783101
5100,6684866
5100,6664782
5100,6686347
5100,6763469
5100,6589890
5100,6684547
5100,6676483
5100,6583254
5100,6508907
5100,6550850
5100,6593600
5100,6542733
5100,6535473
5100,6740594
5100,6618453
5100,6630769
5100,6636928
5100,6624854
5100,6722314
5100,6665875
5100,6678579
5100,6658090
5100,6644167
5100,6582420
5100,6617681
5100,6697749
5200,6906191
5200,6936473
5200,6899422
5200,6791468
5200,7015421
5200,6924486
5200,6882842
5200,6917929
5200,6840267
5200,6829979
5200,6859428
5200,6894082
5200,6908291
5200,6918582
5200,6935620
5200,6779234
5200,6808171
5200,6886132
5200,6840773
5200,6992359
5200,6922271
5200,7005429
5200,6872795
5200,6945453
5200,6874323
5200,6801628
5200,6825136
5200,6914302
5200,6839973
5200,6895204
5200,6803214
5200,6828834
5200,6948410
5200,6943786
5200,6852797
5200,6802269
5200,6786022
5200,7013709
5200,6898314
5200,7065767
5200,6877613
5200,6974275
5200,6967032
5200,6932703
5200,6914768
5200,6882126
5200,6849323
5200,6865759
5200,7010986
5200,6844512
5300,7194896
5300,7159188
5300,7155976
5300,7093676
5300,7314598
5300,7063420
5300,7195526
5300,7195356
5300,7205932
5300,7085477
5300,7082489
5300,7114229
5300,7027952
5300,7147430
5300,7114230
5300,7135263
5300,7179178
5300,7166431
5300,7185303
5300,7106525
5300,7112796
5300,7287651
5300,7279830
5300,7152254
5300,7170082
5300,7214266
5300,7222806
5300,7056054
5300,7111944
5300,7171354
5300,7184195
5300,7140124
5300,7155743
5300,7164326
5300,7229217
5300,7091061
5300,7133207
5300,7111984
5300,7209125
5300,7248825
5300,7290679
5300,7082529
5300,7237953
5300,7124150
5300,7115166
5300,7190050
5300,7290089
5300,7071057
5300,7161700
5300,7086456
5400,7407790
5400,7453027
5400,7338434
5400,7501925
5400,7305229
5400,7398741
5400,7390440
5400,7490648
5400,7403383
5400,7404348
5400,7483168
5400,7472229
5400,7426281
5400,7445525
5400,7501673
5400,7477812
5400,7575767
5400,7399751
5400,7478780
5400,7429854
5400,7462538
5400,7502579
5400,7409597
5400,7428885
5400,7517080
5400,7487446
5400,7445317
5400,7499469
5400,7463013
5400,7524490
5400,7554579
5400,7434496
5400,7426938
5400,7462794
5400,7363704
5400,7548186
5400,7481578
5400,7509400
5400,7442743
5400,7483503
5400,7305985
5400,7575337
5400,7358794
5400,7341430
5400,7503788
5400,7444701
5400,7396186
5400,7390373
5400,7408416
5400,7497019
5500,7732154
5500,7773885
5500,7712827
5500,7639470
5500,7630092
5500,7712498
5500,7767934
5500,7635326
5500,7608338
5500,7687790
5500,7778141
5500,7702098
5500,7773556
5500,7796336
5500,7708080
5500,7711001
5500,7634290
5500,7692105
5500,7836133
5500,7657734
5500,7732122
5500,7650636
5500,7729733
5500,7713375
5500,7826933
5500,7736213
5500,7621872
5500,7698110
5500,7740599
5500,7680959
5500,7700053
5500,7839730
5500,7664901
5500,7756612
5500,7804231
5500,7764231
5500,7641009
5500,7656399
5500,7733317
5500,7707846
5500,7693893
5500,7665586
5500,7720325
5500,7802990
5500,7762023
5500,7707551
5500,7621078
5500,7730805
5500,7719709
5500,7693790
5600,8056290
5600,7991596
5600,7965038
5600,7923567
5600,7968537
5600,7970556
5600,8032592
5600,7949999
5600,8075000
5600,8042248
5600,8147601
5600,8083278
5600,7921632
5600,7972455
5600,8057190
5600,7975306
5600,7993692
5600,7925200
5600,7951110
5600,7931220
5600,7913204
5600,8153992
5600,7965004
5600,8034957
5600,8064394
5600,8055822
5600,8136110
5600,8045162
5600,7915938
5600,8029306
5600,7842698
5600,7982918
5600,7947908
5600,8046187
5600,8067979
5600,8111190
5600,7969525
5600,7902826
5600,7919835
5600,8056762
5600,8011403
5600,7993280
5600,7959496
5600,8052098
5600,8097787
5600,7984529
5600,7996059
5600,7993738
5600,7948391
5600,8026804
5700,8355087
5700,8331382
5700,8189551
5700,8212047
5700,8253960
5700,8232413
5700,8238128
5700,8189339
5700,8472887
5700,8282759
5700,8309401
5700,8317649
5700,8320695
5700,8385858
5700,8301099
5700,8446432
5700,8341817
5700,8205691
5700,8254701
5700,8211729
5700,8443850
5700,8256844
5700,8226892
5700,8313464
5700,8175748
5700,8254073
5700,8466956
5700,8292042
5700,8111312
5700,8323813
5700,8218774
5700,8221049
5700,8329902
5700,8293250
5700,8234986
5700,8338439
5700,8286381
5700,8298982
5700,8387319
5700,8308696
5700,8214197
5700,8290014
5700,8198742
5700,8403888
5700,8350711
5700,8252982
5700,8232748
5700,8231793
5700,8276417
5700,8318953
5800,8670523
5800,8694369
5800,8520536
5800,8594089
5800,8612438
5800,8555288
5800,8619539
5800,8551406
5800,8664219
5800,8668317
5800,8463657
5800,8472053
5800,8540480
5800,8515251
5800,8483506
5800,8498972
5800,8549881
5800,8676082
5800,8588848
5800,8554034
5800,8700347
5800,8534100
5800,8672610
5800,8541720
5800,8595359
5800,8728218
5800,8592665
5800,8636053
5800,8566012
5800,8564647
5800,8626680
5800,8506045
5800,8535852
5800,8667404
5800,8574721
5800,8605675
5800,8478205
5800,8574833
5800,8601939
5800,8426843
5800,8577546
5800,8510117
5800,8673203
5800,8620263
5800,8702667
5800,8663344
5800,8516724
5800,8570936
5800,8499160
5800,8514804
5900,8882852
5900,8813374
5900,8966994
5900,8925221
5900,9010999
5900,8845977
5900,8877299
5900,8846381
5900,8920765
5900,9025707
5900,8850729
5900,8879329
5900,8653488
5900,8749908
5900,8814247
5900,8811215
5900,9019298
5900,8871227
5900,8950376
5900,8894033
5900,8922417
5900,8911760
5900,8998409
5900,8933163
5900,8850712
5900,8901817
5900,8823591
5900,8738479
5900,8921859
5900,8950028
5900,8919398
5900,8935003
5900,8853279
5900,9004613
5900,8965864
5900,8960348
5900,8954606
5900,8821354
5900,9003188
5900,8890780
5900,8834211
5900,8830797
5900,8829372
5900,8885109
5900,9011421
5900,9016396
5900,8751002
5900,8858580
5900,8823256
5900,8902409
6000,9195223
6000,9242329
6000,9150369
6000,9215968
6000,9060055
6000,9130175
6000,9131494
6000,9307248
6000,9219330
6000,9205771
6000,9305740
6000,9259935
6000,9218084
6000,9093435
6000,9157283
6000,9250266
6000,9040121
6000,9179358
6000,9201753
6000,9124630
6000,9301810
6000,9019225
6000,9211105
6000,9075417
6000,9214609
6000,9290341
6000,9135768
6000,9306986
6000,9210274
6000,9091693
6000,9114213
6000,9120908
6000,9128688
6000,9205899
6000,9146933
6000,9120108
6000,9258961
6000,9158590
6000,8992675
6000,9254949
6000,9357506
6000,9261708
6000,9120478
6000,9114188
6000,9168810
6000,9298904
6000,9178089
6000,9276399
6000,9201416
6000,9348687
6100,9407839
6100,9461156
6100,9534353
6100,9453061
6100,9526746
6100,9553836
6100,9502160
6100,9410086
6100,9648153
6100,9476632
6100,9542299
6100,9505853
6100,9488480
6100,9442051
6100,9343148
6100,9496898
6100,9451505
6100,9390220
6100,9561588
6100,9444282
6100,9577087
6100,9412815
6100,9423902
6100,9460013
6100,9455955
6100,9479065
6100,9461593
6100,9349733
6100,9497551
6100,9509750
6100,9346098
6100,9361040
6100,9481715
6100,9318954
6100,9545124
6100,9468194
6100,9422197
6100,9501068
6100,9571887
6100,9583114
6100,9549544
6100,9515039
6100,9471763
6100,9507940
6100,9402495
6100,9536117
6100,9484362
6100,9420777
6100,9645242
6100,9448788
6200,9937007
6200,9841974
6200,10036809
6200,9691024
6200,9810503
6200,9925046
6200,9917826
6200,9823606
6200,9741919
6200,9911866
6200,9796057
6200,9711245
6200,9872332
6200,9743943
6200,9892281
6200,9825257
6200,9821772
6200,9657541
6200,9824073
6200,9780647
6200,9676504
6200,10018910
6200,9770280
6200,9731319
6200,9709601
6200,9722787
6200,9827246
6200,9807461
6200,9698713
6200,9817584
6200,9864941
6200,9798649
6200,9917725
6200,9740673
6200,9842522
6200,9741605
6200,9821519
6200,9786817
6200,9765927
6200,9799246
6200,9789521
6200,9817601
6200,9951347
6200,9860278
6200,9735091
6200,9910154
6200,9776793
6200,9878925
6200,9810416
6200,9825445
6300,10073075
6300,10115168
6300,10203760
6300,9960846
6300,10223372
6300,10306733
6300,10245757
6300,10109458
6300,10057334
6300,10212937
6300,10255803
6300,10159636
6300,10091432
6300,10171910
6300,10064313
6300,10076886
6300,10105489
6300,10052600
6300,10151668
6300,10040832
6300,10214336
6300,10053737
6300,10099407
6300,10147524
6300,10157368
6300,10056170
6300,10217239
6300,10027682
6300,10213811
6300,10231736
6300,10141829
6300,10082521
6300,10128321
6300,10085072
6300,10180568
6300,10098832
6300,10133735
6300,10100811
6300,10221101
6300,9975281
6300,10078174
6300,10145141
6300,10000256
6300,10179540
6300,9992311
6300,10130815
6300,10122948
6300,10209352
6300,10144440
6300,10106140
6400,10325297
6400,10443623
6400,10454348
6400,10477951
6400,10347241
6400,10362364
6400,10502258
6400,10432895
6400,10414105
6400,10278338
6400,10483236
6400,10491188
6400,10421331
6400,10469511
6400,10444004
6400,10466260
6400,10463774
6400,10464073
6400,10460793
6400,10299686
6400,10554474
6400,10440744
6400,10506012
6400,10532073
6400,10562656
6400,10425409
6400,10592512
6400,10552295
6400,10450837
6400,10426963
6400,10395110
6400,10491195
6400,10390874
6400,10618404
6400,10489456
6400,10431461
6400,10379303
6400,10465393
6400,10447013
6400,10361330
6400,10384230
6400,10351962
6400,10505105
6400,10405378
6400,10533782
6400,10309353
6400,10354649
6400,10453228
6400,10377460
6400,10467958
6500,10731660
6500,10833818
6500,10773679
6500,10771943
6500,10672871
6500,10849616
6500,10823052
6500,10722841
6500,10755878
6500,10834934
6500,10757284
6500,10813061
6500,10813387
6500,10849085
6500,10763161
6500,10802527
6500,10817375
6500,10940104
6500,10775928
6500,10810855
6500,10771693
6500,10728883
6500,10852113
6500,10735812
6500,10778037
6500,10914061
6500,10798450
6500,10788137
6500,10893752
6500,10867640
6500,10810594
6500,10816644
6500,10696102
6500,10874357
6500,10796933
6500,10709632
6500,10622761
6500,10748740
6500,10774011
6500,10662285
6500,10645028
6500,10811199
6500,10866117
6500,10768056
6500,10727990
6500,10748207
6500,10870784
6500,10824887
6500,10704740
6500,10718319
6600,11115252
6600,11060060
6600,11175694
6600,11150001
6600,11143242
6600,11204837
6600,11158996
6600,11003592
6600,11299462
6600,11092852
6600,11133377
6600,11267721
6600,11163440
6600,10973121
6600,11130653
6600,11140017
6600,11183110
6600,11013127
6600,11270569
6600,11169103
6600,10894931
6600,11074499
6600,11060695
6600,11191445
6600,11027974
6600,11054134
6600,11111962
6600,10997467
6600,11275330
6600,10945337
6600,11179883
6600,11112898
6600,11207432
6600,11230264
6600,11203968
6600,11204406
6600,11091701
6600,11073491
6600,11084005
6600,11272602
6600,11139961
6600,11157578
6600,11001931
6600,11035946
6600,11029696
6600,10959222
6600,10906261
6600,10879410
6600,11228160
6600,11219225
6700,11405091
6700,11577208
6700,11594716
6700,11509854
6700,11488279
6700,11303226
6700,11356981
6700,11292159
6700,11480889
6700,11318338
6700,11539498
6700,11533826
6700,11335911
6700,11359184
6700,11417943
6700,11270192
6700,11459778
6700,11403987
6700,11564653
6700,11485552
6700,11484216
6700,11361694
6700,11413653
6700,11531225
6700,11433734
6700,11466335
6700,11524576
6700,11462576
6700,11420261
6700,11358182
6700,11516921
6700,11449551
6700,11571595
6700,11484224
6700,11355045
6700,11459531
6700,11373245
6700,11361469
6700,11489174
6700,11356589
6700,11552062
6700,11676107
6700,11481674
6700,11535848
6700,11458232
6700,11564044
6700,11418007
6700,11358889
6700,11348746
6700,11312279
6800,11723474
6800,11853919
6800,11839833
6800,11764306
6800,11866653
6800,11989596
6800,11833474
6800,11861728
6800,11763198
6800,11714884
6800,11919921
6800,11698201
6800,11854782
6800,11623558
6800,11814092
6800,11769840
6800,11798691
6800,11802569
6800,11661123
6800,11852867
6800,11719373
6800,11745405
6800,11970496
6800,11858956
6800,11750994
6800,11806407
6800,11781160
6800,11909834
6800,11960384
6800,11797671
6800,11879806
6800,11781015
6800,11740943
6800,11781370
6800,11953757
6800,11779114
6800,11982892
6800,11675491
6800,11826940
6800,11798486
6800,11841770
6800,11677193
6800,11893981
6800,11765647
6800,11566722
6800,11876192
6800,11909848
6800,11757944
6800,11750014
6800,11880396
6900,12056916
6900,12271783
6900,12186539
6900,12253487
6900,12162564
6900,12193853
6900,12256052
6900,12046960
6900,12140536
6900,12066221
6900,12330318
6900,12029285
6900,12123231
6900,12093044
6900,12159249
6900,11811681
6900,12366917
6900,12228982
6900,12136096
6900,12115513
6900,12023182
6900,12093969
6900,12166220
6900,12175695
6900,12224264
6900,12142565
6900,12040684
6900,12114937
6900,11969195
6900,12015016
6900,12273174
6900,12229425
6900,12151189
6900,12082092
6900,12237574
6900,12271372
6900,12202644
6900,12081225
6900,12020292
6900,12119743
6900,12263612
6900,12130829
6900,11964943
6900,12187712
6900,12048293
6900,11971196
6900,12333536
6900,12160905
6900,12162147
6900,12195979
7000,12333595
7000,12455331
7000,12558440
7000,12557098
7000,12424257
7000,12678497
7000,12264449
7000,12553358
7000,12417655
7000,12382253
7000,12476907
7000,12611569
7000,12369852
7000,12434911
7000,12402750
7000,12404140
7000,12349176
7000,12538909
7000,12502462
7000,12508858
7000,12628244
7000,12356306
7000,12438532
7000,12566567
7000,12692021
7000,12514491
7000,12474444
7000,12500998
7000,12334457
7000,12433782
7000,12360853
7000,12511519
7000,12433535
7000,12425265
7000,12370571
7000,12508747
7000,12502402
7000,12310294
7000,12738228
7000,12450997
7000,12568133
7000,12530304
7000,12457506
7000,12416136
7000,12675219
7000,12366381
7000,12558432
7000,12582470
7000,12437026
7000,12454151
7100,12912967
7100,12822073
7100,12916012
7100,12850072
7100,12805324
7100,12847972
7100,12809886
7100,12830708
7100,13004713
7100,12795573
7100,12952236
7100,12789106
7100,12939566
7100,12880789
7100,13184828
7100,13085721
7100,12798442
7100,12785296
7100,12682738
7100,12917192
7100,13023006
7100,12922480
7100,12826738
7100,12731221
7100,12824749
7100,12955423
7100,12725106
7100,12920092
7100,12831262
7100,12953544
7100,12903495
7100,12781094
7100,12924658
7100,12982005
7100,12660015
7100,12949299
7100,12852062
7100,12869578
7100,12850933
7100,12924317
7100,13002131
7100,12857375
7100,12762203
7100,12780373
7100,13045877
7100,12725067
7100,12871242
7100,12863069
7100,12894894
7100,12848853
7200,13201933
7200,13127620
7200,13274313
7200,13386796
7200,13245983
7200,13296312
7200,13296346
7200,13087519
7200,13225854
7200,13179893
7200,13162796
7200,13355871
7200,13271839
7200,13131133
7200,13165198
7200,13194462
7200,13226530
7200,13256295
7200,13104480
7200,13340597
7200,13249262
7200,13208636
7200,13186108
7200,13194851
7200,13068656
7200,13470986
7200,13482878
7200,13362224
7200,13196093
7200,13035178
7200,13273313
7200,13243417
7200,13199991
7200,13110587
7200,13423399
7200,13312439
7200,13093496
7200,13294361
7200,13205270
7200,13282387
7200,13236706
7200,13180606
7200,13344085
7200,13232180
7200,13161406
7200,13195053
7200,13360829
7200,13206160
7200,13504619
7200,13197076
7300,13651730
7300,13576043
7300,13749943
7300,13690707
7300,13614779
7300,13550686
7300,13668781
7300,13527269
7300,13487631
7300,13609837
7300,13650392
7300,13490304
7300,13757509
7300,13530228
7300,13735564
7300,13647807
7300,13639504
7300,13635972
7300,13511786
7300,13707065
7300,13639277
7300,13630789
7300,13620664
7300,13911123
7300,13533453
7300,13387004
7300,13643694
7300,13509451
7300,13617653
7300,13456738
7300,13674187
7300,13632340
7300,13630240
7300,13652224
7300,13591254
7300,13485137
7300,13813562
7300,13779815
7300,13708796
7300,13703320
7300,13610643
7300,13669823
7300,13803721
7300,13504671
7300,13342193
7300,13670826
7300,13580873
7300,13714675
7300,13539353
7300,13505493
7400,14027833
7400,14111255
7400,13739664
7400,14018842
7400,13969437
7400,14005840
7400,14053691
7400,13954397
7400,13967154
7400,14034089
7400,13838165
7400,13859249
7400,13948493
7400,14073031
7400,14010777
7400,14090326
7400,14172987
7400,13865672
7400,13877523
7400,13944365
7400,14303070
7400,13828012
7400,13985684
7400,13970161
7400,13920059
7400,13938780
7400,14095726
7400,14093504
7400,14118499
7400,14105059
7400,14046057
7400,13943445
7400,14169156
7400,14156148
7400,14070486
7400,13915824
7400,13838720
7400,13993877
7400,13855484
7400,14006241
7400,13867915
7400,13734826
7400,13833673
7400,13962469
7400,14003252
7400,13950905
7400,14112488
7400,14058990
7400,14054913
7400,14040435
7500,14356259
7500,14397691
7500,14402014
7500,14194151
7500,14428273
7500,14406338
7500,14462483
7500,14330278
7500,14385008
7500,14281395
7500,14240084
7500,14302801
7500,14550233
7500,14461675
7500,14364841
7500,14383213
7500,14326586
7500,14448682
7500,14539517
7500,14387702
7500,14259344
7500,14486577
7500,14214480
7500,14279258
7500,14438060
7500,14350921
7500,14456776
7500,14488232
7500,14304980
7500,14475746
7500,14466322
7500,14519744
7500,14376918
7500,14369798
7500,14433173
7500,14246353
7500,14334195
7500,14253261
7500,14322868
7500,14058879
7500,14290176
7500,14395445
7500,14463484
7500,14340117
7500,14366920
7500,14436878
7500,14270215
7500,14489042
7500,14167379
7500,14338550
7600,14643660
7600,14674423
7600,14693036
7600,14919376
7600,14802565
7600,14820940
7600,15059868
7600,14769847
7600,14640948
7600,14787528
7600,14657604
7600,14609088
7600,14646899
7600,14661261
7600,14618242
7600,14811254
7600,14568914
7600,14887439
7600,14796687
7600,14608409
7600,14733235
7600,14814725
7600,14973717
7600,14876681
7600,14613349
7600,14707416
7600,14678794
7600,14765202
7600,14694534
7600,14743836
7600,14572067
7600,14800060
7600,14809545
7600,14876365
7600,14563383
7600,14710323
7600,14883620
7600,14739010
7600,14746978
7600,14767913
7600,14688539
7600,14886522
7600,14721534
7600,14585666
7600,14686708
7600,14756280
7600,14792521
7600,14879835
7600,14897427
7600,14867799
7700,15211093
7700,15023175
7700,15239657
7700,15192226
7700,15144305
7700,15014965
7700,15156088
7700,15145570
7700,15086968
7700,15270093
7700,15420171
7700,15238889
7700,15149360
7700,14930465
7700,14853768
7700,14973800
7700,15151334
7700,15080913
7700,15041475
7700,15149487
7700,14978953
7700,14920368
7700,15177905
7700,15099415
7700,15039310
7700,15069199
7700,15082357
7700,15109411
7700,15385244
7700,15166296
7700,14792839
7700,15104525
7700,15026414
7700,15289105
7700,15100088
7700,15139390
7700,15230379
7700,15108278
7700,15099077
7700,15216703
7700,14976704
7700,15128781
7700,15096835
7700,14684462
7700,15157279
7700,15089149
7700,15275198
7700,15000988
7700,15028778
7700,15302467
7800,15535762
7800,15495580
7800,15576353
7800,15566476
7800,15493137
7800,15645012
7800,15709943
7800,15540927
7800,15491614
7800,15625195
7800,15560538
7800,15640366
7800,15460246
7800,15486065
7800,15488014
7800,15548107
7800,15419260
7800,15517810
7800,15685817
7800,15646576
7800,15634821
7800,15396370
7800,15573584
7800,15487100
7800,15470832
7800,15447106
7800,15479647
7800,15420926
7800,15677770
7800,15549578
7800,15604102
7800,15537680
7800,15358576
7800,15542413
7800,15392357
7800,15478735
7800,15579599
7800,15478485
7800,15517758
7800,15473246
7800,15492899
7800,15723889
7800,15395035
7800,15412908
7800,15755159
7800,15376314
7800,15490299
7800,15421147
7800,15487923
7800,15618561
7900,15784118
7900,16045352
7900,16109338
7900,15947528
7900,16044754
7900,15870203
7900,15809629
7900,16023205
7900,15813073
7900,15718502
7900,16045137
7900,15957705
7900,15930560
7900,16052058
7900,16013311
7900,15864904
7900,15724281
7900,15990095
7900,15838470
7900,16023617
7900,15898347
7900,16117261
7900,15973102
7900,15882645
7900,15725552
7900,15869252
7900,16000337
7900,15897830
7900,15794882
7900,16021394
7900,15898012
7900,15967413
7900,16084269
7900,15913197
7900,15763337
7900,16063630
7900,15791643
7900,15904359
7900,15961299
7900,15972068
7900,15815193
7900,15722809
7900,15740881
7900,16059306
7900,15720832
7900,15757828
7900,16005590
7900,15863388
7900,15855208
7900,16047653
8000,16420060
8000,16042486
8000,16275389
8000,16407235
8000,16221832
8000,16343658
8000,16200453
8000,16343592
8000,16440668
8000,16318224
8000,16203479
8000,16362455
8000,16298219
8000,16455261
8000,16420622
8000,16299112
8000,16553523
8000,16577662
8000,16486445
8000,16465749
8000,16304974
8000,16288272
8000,16183064
8000,16384773
8000,16254165
8000,16336462
8000,16208824
8000,16340671
8000,16332222
8000,16196329
8000,16228500
8000,16346001
8000,16379255
8000,16355941
8000,16184106
8000,16479439
8000,16274635
8000,16184642
8000,16299551
8000,16320459
8000,16520679
8000,16187013
8000,16474783
8000,16337815
8000,16306751
8000,16461537
8000,16274471
8000,16233913
8000,16136421
8000,16429919
8100,16777368
8100,16630098
8100,16528184
8100,16810350
8100,16913415
8100,16814228
8100,16723422
8100,16978057
8100,16602165
8100,16981872
8100,16883520
8100,16758027
8100,16684379
8100,16745031
8100,16414592
8100,16795128
8100,16626805
8100,16793252
8100,16813421
8100,16745177
8100,16768488
8100,16855829
8100,16696621
8100,16858997
8100,16827317
8100,16518949
8100,16679685
8100,16728299
8100,16649116
8100,16717028
8100,16680746
8100,16768901
8100,16880136
8100,16830382
8100,16668478
8100,16897491
8100,16866951
8100,16598336
8100,16673350
8100,16864946
8100,16841706
8100,16825708
8100,16794050
8100,16801609
8100,16703424
8100,16921026
8100,16795916
8100,16645227
8100,16846878
8100,16652440
8200,17212377
8200,17205353
8200,17288752
8200,17339550
8200,17185923
8200,17371269
8200,17183128
8200,17185795
8200,17244018
8200,17072368
8200,17224056
8200,17308138
8200,17107436
8200,17183840
8200,17285289
8200,17128667
8200,17064577
8200,16931138
8200,17151830
8200,17202605
8200,17242227
8200,17302674
8200,17087000
8200,17304680
8200,17208896
8200,17275039
8200,17242452
8200,17156564
8200,16934982
8200,17287862
8200,17187903
8200,17240307
8200,17041624
8200,17130032
8200,17270083
8200,17147694
8200,17135240
8200,17351458
8200,17204718
8200,17022820
8200,17171564
8200,17233780
8200,17198543
8200,17099280
8200,16898572
8200,17370430
8200,17253262
8200,17116765
8200,17235872
8200,17253020
8300,17430806
8300,17606322
8300,17501992
8300,17616143
8300,17604977
8300,17408938
8300,17651452
8300,17640097
8300,17638598
8300,17755706
8300,17617901
8300,17347868
8300,17492936
8300,17763771
8300,17501513
8300,17694604
8300,17608496
8300,17739211
8300,17442666
8300,17639201
8300,17691606
8300,17558168
8300,17693841
8300,17594756
8300,17422694
8300,17474725
8300,17567171
8300,17633811
8300,17532180
8300,17602683
8300,17619966
8300,17556074
8300,17812885
8300,17532278
8300,17725346
8300,17385971
8300,17601274
8300,17573802
8300,17590497
8300,17434300
8300,17627740
8300,17640259
8300,17648173
8300,17462115
8300,17617241
8300,17619917
8300,17524590
8300,17542673
8300,17603845
8300,17448787
8400,17856256
8400,17912276
8400,18159283
8400,18161339
8400,17823031
8400,18034323
8400,18116476
8400,18119291
8400,17980363
8400,17843714
8400,17781596
8400,18002857
8400,17949561
8400,17997030
8400,18036386
8400,18210234
8400,17979911
8400,17798754
8400,18023970
8400,18026506
8400,18041300
8400,17989090
8400,18056374
8400,17978185
8400,18079997
8400,17863526
8400,18219095
8400,17913792
8400,17830564
8400,17841294
8400,17957525
8400,18069816
8400,17900029
8400,18004612
8400,18011781
8400,18318929
8400,18112403
8400,18158268
8400,17972856
8400,18058936
8400,17698536
8400,18071373
8400,18013332
8400,17947908
